*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN   1        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  1   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1978 029   166   106   19.0      5   1.57   2650   3600   5963   3525  14614   2349  253.8  0.408   8364      7  0.000  0.000  0.430  0.000   0.65  71.29   0.57      0   8364     59.4   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1046
 1978 030   167   107   19.0      5   1.52   2650   3547   6162   3508  14760   2349  262.3  0.417   8564      7  0.000  0.000  0.451  0.000   0.63  71.96   0.58      0   8564     57.3   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1064
 1978 031   168   108   19.0      5   1.46   2650   3485   6362   3490  14898   2349  270.8  0.427   8763      7  0.000  0.000  0.469  0.021   0.62  72.60   0.59      0   8763     55.2   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1081
 1978 032   169   109   19.0      5   1.41   2650   3417   6562   3473  15030   2349  279.3  0.437   8963      7  0.000  0.000  0.486  0.000   0.61  73.21   0.60      0   8963     53.2   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1099
 1978 033   170   110   19.0      5   1.36   2650   3391   6761   3455  15203   2349  287.8  0.445   9163      7  0.000  0.000  0.501  0.000   0.60  73.79   0.60      0   9163     51.2   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1116
 1978 034   171   111   19.0      5   1.30   2650   3361   6961   3438  15373   2349  296.3  0.453   9362      7  0.000  0.000  0.516  0.000   0.59  74.35   0.61      0   9362     49.2   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1133
 1978 035   172   112   19.0      5   1.25   2650   3322   7161   3421  15534   2349  304.8  0.461   9562      7  0.000  0.000  0.538  0.000   0.58  74.89   0.62      0   9562     47.3   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1151
 1978 036   173   113   19.0      5   1.20   2650   3272   7361   3404  15684   2349  313.3  0.469   9762      7  0.000  0.000  0.556  0.000   0.57  75.40   0.62      0   9762     45.4   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1168
 1978 037   174   114   19.0      5   1.15   2650   3205   7560   3387  15817   2349  321.8  0.478   9961      7  0.000  0.000  0.574  0.000   0.56  75.90   0.63      0   9961     43.6   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1185
 1978 038   175   115   19.0      5   1.11   2650   3132   7760   3370  15943   2349  330.3  0.487  10161      7  0.000  0.000  0.587  0.000   0.55  76.37   0.64      0  10161     41.8   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1202
 1978 039   176   116   19.0      5   1.11   2650   3132   7760   3370  15943   2349  330.3  0.487  10161      7  0.000  0.000  0.587  0.000   0.55  76.37   0.64      0  10161     41.8   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1202
 1978 040   177   117   19.0      5   1.11   2650   3132   7760   3370  15943   2349  330.3  0.487  10161      7  0.000  0.000  0.587  0.000   0.55  76.37   0.64      0  10161     41.8   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1202
 1978 041   178   118   19.0      5   1.11   2650   3132   7760   3370  15943   2349  330.3  0.487  10161      7  0.000  0.000  0.587  0.000   0.55  76.37   0.64      0  10161     41.8   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1202
 1978 042   179   119   19.0      5   1.11   2650   3132   7760   3370  15943   2349  330.3  0.487  10161      7  0.000  0.000  0.587  0.000   0.55  76.37   0.64      0  10161     41.8   0.00   0.00   1.26   3.99   3.99   3.98   3.54   2.85   3.84   2.00   0.03   0.00   0.00      0      0      0       0    1202

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN  29        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  3   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1978 288    60     0    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 289    61     1    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 290    62     2    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 291    63     3    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 292    64     4    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 293    65     5    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 294    66     6    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 295    67     7    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 296    68     8    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 297    69     9    2.0      1   0.00     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.012  0.000   4.40   0.00   0.00      0      0     24.4   0.00   0.00   0.18   0.28   0.14   0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 298    70    10    2.0      1   0.01     14     14      0     15     28      0    0.0  0.000      0      0  0.000  0.000  0.016  0.000   4.53   0.00   0.00      0      0     44.6   0.00   0.00   0.19   0.28   0.14   0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 299    71    11    2.0      1   0.01     14     14      0     15     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.53   0.00   0.00      0      0     66.2   0.00   0.00   0.20   0.29   0.15   0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 300    72    12    3.0      1   0.01     14     14      0     17     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.45   0.00   0.00      0      0     90.4   0.00   0.00   0.21   0.31   0.17   0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 301    73    13    3.0      1   0.02     14     14      0     18     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.45   0.00   0.00      0      0    117.9   0.00   0.00   0.22   0.32   0.18   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 302    74    14    3.0      1   0.02     14     14      0     21     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.37   0.00   0.00      0      0    142.1   0.00   0.00   0.23   0.35   0.21   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 303    75    15    4.0      1   0.03     14     14      0     24     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.33   0.00   0.00      0      0    215.9   0.00   0.00   0.24   0.38   0.25   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 304    76    16    4.0      1   0.04     14     14      0     30     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.30   0.00   0.00      0      0    306.7   0.00   0.00   0.24   0.44   0.30   0.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1978 305    77    17    4.0      1   0.06     19     14      0     35     33      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.66   0.00   0.00      0      0    324.3   0.00   0.00   0.25   0.49   0.35   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1978 306    78    18    5.0      1   0.08     27     14      0     39     41      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.31   0.00   0.00      0      0    299.7   0.00   0.00   0.27   0.53   0.39   0.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1978 307    79    19    5.0      1   0.10     37     14      0     44     51      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.38   0.00   0.00      0      0    281.9   0.00   0.00   0.28   0.57   0.44   0.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1978 308    80    20    5.0      1   0.13     47     14      0     55     61      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.44   0.00   0.00      0      0    268.2   0.00   0.00   0.28   0.68   0.54   0.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1978 309    81    21    6.0      1   0.16     64     14      0     69     78      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.21   0.00   0.00      0      0    252.3   0.00   0.00   0.30   0.81   0.67   0.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1978 310    82    22    6.0      1   0.18     75     14      0     89     89      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.53   0.00   0.00      0      0    244.0   0.00   0.00   0.31   0.98   0.84   0.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1978 311    83    23    6.0      1   0.21     87     14      0     98    101      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.52   0.00   0.00      0      0    236.4   0.00   0.00   0.31   1.06   0.92   0.31   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1978 312    84    24    7.0      1   0.24    105     14      0    110    119      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.38   0.00   0.00      0      0    227.5   0.00   0.00   0.32   1.15   1.02   0.36   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       3
 1978 313    85    25    7.0      1   0.28    127     14      0    126    141      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.32   0.00   0.00      0      0    218.9   0.00   0.00   0.33   1.28   1.16   0.44   0.01   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       3
 1978 314    86    26    7.0      2   0.33    143     14      0    163    157      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.50   0.00   0.00      0      0    228.3   0.00   0.00   0.35   1.56   1.46   0.60   0.03   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       4
 1978 315    87    27    8.0      2   0.37    170     14      0    198    184      0    0.0  0.000      0      0  0.000  0.000  0.001  0.001   3.32   0.00   0.00      0      0    220.2   0.00   0.00   0.36   1.78   1.73   0.74   0.06   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       5
 1978 316    88    28    8.0      2   0.41    192     14      0    249    206      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.41   0.00   0.00      0      0    214.7   0.00   0.00   0.38   2.08   2.16   0.97   0.11   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       6
 1978 317    89    29    8.0      2   0.45    215     14      0    296    229      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.79   0.00   0.00      0      0    209.7   0.00   0.00   0.39   2.30   2.55   1.18   0.17   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       7
 1978 318    90    30    8.0      2   0.50    243     14      0    321    257      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.73   0.00   0.00      0      0    204.6   0.00   0.00   0.40   2.38   2.77   1.30   0.20   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       8
 1978 319    91    31    9.0      3   0.55    277     14      0    370    291      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.65   0.00   0.00      0      0    197.9   0.00   0.00   0.42   2.69   3.16   1.51   0.28   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      10
 1978 320    92    32    9.0      3   0.62    323     14      0    396    338      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.56   0.00   0.00      0      0    191.9   0.00   0.00   0.44   2.85   3.36   1.61   0.32   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      12
 1978 321    93    33    9.0      3   0.70    376     15      0    443    391      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.50   0.00   0.00      0      0    186.2   0.00   0.00   0.46   3.11   3.72   1.81   0.41   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      14
 1978 322    94    34   10.0      3   0.77    427     17      0    468    444      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.46   0.00   0.00      0      0    181.5   0.00   0.00   0.47   3.20   3.91   1.92   0.46   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      16
 1978 323    95    35   10.0      3   0.85    479     20      0    536    499      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.41   0.00   0.00      0      0    177.2   0.00   0.00   0.49   3.32   4.00   2.21   0.62   0.02   0.00   0.00   0.00   0.00   0.00      0      0      0       0      18
 1978 324    96    36   10.0      3   0.93    534     24      0    603    558      0    0.0  0.000      0      0  0.000  0.000  0.022  0.048   3.37   0.00   0.00      0      0    173.3   0.00   0.00   0.50   3.45   4.00   2.51   0.78   0.05   0.00   0.00   0.00   0.00   0.00      0      0      0       0      21
 1978 325    97    37   11.0      3   1.01    598     30      0    691    628      0    0.0  0.000      0      0  0.000  0.000  0.022  0.032   3.33   0.00   0.00      0      0    169.4   0.00   0.00   0.51   3.60   4.00   2.88   0.98   0.10   0.00   0.00   0.00   0.00   0.00      0      0      0       0      24
 1978 326    98    38   11.0      3   1.09    657     37      0    769    694      0    0.0  0.000      0      0  0.000  0.000  0.022  0.014   3.29   0.00   0.00      0      0    166.1   0.00   0.00   0.53   3.75   4.00   3.22   1.17   0.15   0.00   0.00   0.00   0.00   0.00      0      0      0       0      28
 1978 327    99    39   11.0      3   1.17    717     45      0    883    762      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.26   0.00   0.00      0      0    163.1   0.00   0.00   0.54   4.00   4.00   3.72   1.44   0.24   0.00   0.00   0.00   0.00   0.00      0      0      0       0      31
 1978 328   100    40   11.0      3   1.28    800     61      0    974    861      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.22   0.00   0.00      0      0    159.5   0.00   0.00   0.55   4.00   4.00   4.00   1.65   0.33   0.00   0.00   0.00   0.00   0.00      0      0      0       0      36
 1978 329   101    41   12.0      3   1.41    909     85      0   1011    994      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.17   0.00   0.00      0      0    155.5   0.00   0.00   0.57   4.00   4.00   4.00   1.74   0.37   0.00   0.00   0.00   0.00   0.00      0      0      0       0      41
 1978 330   102    42   12.0      3   1.55   1018    115      0   1075   1133      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.13   0.00   0.00      0      0    151.9   0.00   0.00   0.59   4.00   4.00   4.00   1.89   0.46   0.00   0.00   0.00   0.00   0.00      0      0      0       0      46
 1978 331   103    43   12.0      3   1.65   1104    142      0   1197   1246      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.09   0.00   0.00      0      0    149.4   0.00   0.00   0.60   4.00   4.00   4.00   2.18   0.63   0.00   0.00   0.00   0.00   0.00      0      0      0       0      51
 1978 332   104    44   13.0      3   1.77   1207    179      0   1319   1386      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.05   0.00   0.00      0      0    146.6   0.00   0.00   0.61   3.72   4.00   4.00   2.28   0.74   0.00   0.00   0.00   0.00   0.00      0      0      0       0      57
 1978 333   105    45   13.0      3   1.92   1337    236      0   1396   1572      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.00   0.00   0.00      0      0    143.6   0.00   0.00   0.63   3.43   4.00   4.00   2.26   0.78   0.01   0.00   0.00   0.00   0.00      0      0      0       0      64
 1978 334   106    46   14.0      3   2.09   1489    315      0   1481   1804      0    0.0  0.000      0      0  0.000  0.000  0.022  0.001   2.95   0.00   0.00      0      0    140.5   0.00   0.00   0.64   3.16   4.00   4.00   2.28   0.84   0.02   0.00   0.00   0.00   0.00      0      0      0       0      71
 1978 335   107    47   14.0      3   2.23   1610    387      0   1485   1997      0    0.0  0.000      0      0  0.000  0.000  0.022  0.003   2.90   0.00   0.00      0      0    138.2   0.00   0.00   0.66   2.89   3.71   3.71   2.11   0.78   0.02   0.00   0.00   0.00   0.00      0      0      0       0      78
 1978 336   108    48   14.0      3   2.36   1732    470      0   1509   2202      0    0.0  0.000      0      0  0.000  0.000  0.022  0.003   2.86   0.00   0.00      0      0    136.1   0.00   0.00   0.67   2.65   3.54   3.55   2.00   0.76   0.02   0.00   0.00   0.00   0.00      0      0      0       0      85
 1978 337   109    49   15.0      3   2.46   1830    540      0   1511   2369      0    0.0  0.000      0      0  0.000  0.000  0.022  0.004   2.82   0.00   0.00      0      0    134.4   0.00   0.00   0.68   2.43   3.27   3.30   1.86   0.71   0.03   0.00   0.00   0.00   0.00      0      0      0       0      93
 1978 338   110    50   15.0      3   2.56   1923    642      0   1514   2566      0    0.0  0.000      0      0  0.000  0.000  0.022  0.004   2.80   0.00   0.00      0      0    132.9   0.00   0.00   0.69   2.23   3.03   3.08   1.74   0.67   0.03   0.00   0.00   0.00   0.00      0      0      0       0     101
 1978 339   111    51   15.0      3   2.68   2040    806      0   1574   2846      0    0.0  0.000      0      0  0.000  0.000  0.022  0.005   2.73   0.00   0.00      0      0    131.2   0.00   0.00   0.70   2.06   2.89   3.16   1.80   0.74   0.06   0.00   0.00   0.00   0.00      0      0      0       0     108
 1978 340   112    52   16.0      3   2.81   2174   1038      0   1630   3212      0    0.0  0.000      0      0  0.000  0.000  0.022  0.011   2.57   0.00   0.00      0      0    129.4   0.00   0.00   0.71   1.90   2.66   3.18   1.86   0.81   0.11   0.00   0.00   0.00   0.00      0      0      0       0     116
 1978 341   113    53   16.0      3   2.94   2297   1287      0   1672   3585      0    0.0  0.000      0      0  0.000  0.000  0.022  0.021   2.40   0.00   0.00      0      0    127.9   0.00   0.00   0.73   1.76   2.46   3.11   1.87   0.85   0.17   0.00   0.00   0.00   0.00      0      0      0       0     124
 1978 342   114    54   16.0      3   3.00   2362   1433      0   1676   3795      0    0.0  0.000      0      0  0.000  0.000  0.022  0.031   2.35   0.00   0.00      0      0    126.9   0.00   0.00   0.74   1.63   2.27   2.88   1.75   0.81   0.18   0.00   0.00   0.00   0.00      0      0      0       0     133
 1978 343   115    55   17.0      3   3.07   2445   1635      0   1761   4080      0    0.0  0.000      0      0  0.000  0.000  0.027  0.035   2.24   0.00   0.00      0      0    125.8   0.00   0.00   0.76   1.55   2.14   2.79   1.85   0.95   0.41   0.00   0.00   0.00   0.00      0      0      0       0     141
 1978 344   116    56   17.0      3   3.14   2515   1819      0   1891   4334      0    0.0  0.000      0      0  0.000  0.000  0.029  0.073   2.15   0.00   0.00      0      0    124.7   0.00   0.00   0.77   1.53   2.07   2.63   1.98   1.16   0.86   0.00   0.00   0.00   0.00      0      0      0       0     150
 1978 345   117    57   17.0      3   3.20   2590   2024      0   1997   4614      0    0.0  0.000      0      0  0.000  0.000  0.033  0.130   2.06   0.00   0.00      0      0    123.6   0.00   0.00   0.78   1.50   2.01   2.49   1.96   1.26   1.25   0.00   0.00   0.00   0.00      0      0      0       0     159
 1978 346   118    58   18.0      3   3.26   2662   2236      0   2091   4898      0    0.0  0.000      0      0  0.000  0.000  0.037  0.166   1.98   0.00   0.00      0      0    122.5   0.00   0.00   0.79   1.49   1.96   2.37   1.86   1.30   1.63   0.00   0.00   0.00   0.00      0      0      0       0     169
 1978 347   119    59   18.0      3   3.32   2738   2473      0   2165   5211      0    0.0  0.000      0      0  0.000  0.000  0.041  0.186   1.89   0.00   0.00      0      0    121.4   0.00   0.00   0.81   1.47   1.91   2.27   1.78   1.28   1.93   0.00   0.00   0.00   0.00      0      0      0       0     180
 1978 348   120    60   19.0      3   3.37   2799   2668      0   2257   5467      0    0.0  0.000      0      0  0.000  0.000  0.045  0.179   1.83   0.00   0.00      0      0    120.3   0.00   0.00   0.82   1.49   1.90   2.21   1.73   1.25   2.33   0.00   0.00   0.00   0.00      0      0      0       0     190
 1978 349   121    61   19.0      3   3.40   2852   2841      0   2312   5693      0    0.0  0.000      0      0  0.000  0.000  0.050  0.160   1.79   0.00   0.00      0      0    119.2   0.00   0.00   0.84   1.49   1.88   2.15   1.68   1.22   2.56   0.00   0.00   0.00   0.00      0      0      0       0     202
 1978 350   122    62   19.0      3   3.44   2912   3036      0   2412   5949      0    0.0  0.000      0      0  0.000  0.000  0.054  0.089   1.74   0.00   0.00      0      0    118.0   0.00   0.00   0.85   1.57   1.96   2.17   1.70   1.23   3.06   0.00   0.00   0.00   0.00      0      0      0       0     213
 1978 351   123    63   19.0      3   3.48   2978   3248      0   2495   6226      0    0.0  0.000      0      0  0.000  0.000  0.056  0.000   1.68   0.00   0.00      0      0    116.8   0.00   0.00   0.86   1.67   2.06   2.23   1.74   1.26   3.53   0.00   0.00   0.00   0.00      0      0      0       0     225
 1978 352   124    64   19.0      3   3.53   3056   3494      0   2569   6549      0    0.0  0.000      0      0  0.000  0.000  0.059  0.000   1.62   0.00   0.00      0      0    115.6   0.00   0.00   0.88   1.66   2.16   2.29   1.78   1.29   3.95   0.00   0.00   0.00   0.00      0      0      0       0     238
 1978 353   125    65   19.0      3   3.57   3125   3716      0   2572   6841      0    0.0  0.000      0      0  0.000  0.000  0.062  0.000   1.56   0.00   0.00      0      0    114.3   0.00   0.00   0.89   1.66   2.17   2.29   1.78   1.30   4.00   0.00   0.00   0.00   0.00      0      0      0       0     251
 1978 354   126    66   19.0      4   3.54   3091   3168      0   2570   7062      0    0.0  0.000    802      0  0.000  0.000  0.068  0.000   1.73   0.00   0.11      0    802    114.6   0.00   0.00   0.91   1.65   2.17   2.29   1.78   1.29   4.00   0.00   0.00   0.00   0.00      0      0      0       0     264
 1978 355   127    67   19.0      4   3.51   3055   3253      0   2622   7323      0    0.0  0.000   1016      0  0.000  0.000  0.071  0.000   1.73   0.00   0.14      0   1016    114.9   0.00   0.00   0.92   1.74   2.27   2.35   1.82   1.32   4.00   0.02   0.00   0.00   0.00      0      0      0       0     276
 1978 356   128    68   19.0      4   3.49   3015   3345      0   2642   7604      0    0.0  0.000   1244      0  0.000  0.000  0.048  0.000   1.73   0.00   0.16      0   1244    115.7   0.00   0.00   0.93   1.79   2.31   2.37   1.84   1.34   4.00   0.03   0.00   0.00   0.00      0      0      0       0     289
 1978 357   129    69   19.0      4   3.47   2973   3430      0   2665   7860      0    0.0  0.000   1457      0  0.000  0.000  0.045  0.000   1.73   0.00   0.19      0   1457    116.7   0.00   0.00   0.94   1.85   2.37   2.40   1.86   1.35   4.00   0.06   0.00   0.00   0.00      0      0      0       0     303
 1978 358   130    70   19.0      4   3.45   2929   3503      0   2782   8071      0    0.0  0.000   1640      0  0.000  0.000  0.043  0.000   1.74   0.00   0.20      0   1640    117.9   0.00   0.00   0.95   2.11   2.62   2.56   1.98   1.44   4.00   0.17   0.00   0.00   0.00      0      0      0       0     316
 1978 359   131    71   19.0      4   3.43   2882   3585      0   2887   8313      0    0.0  0.000   1846      0  0.000  0.000  0.040  0.000   1.74   0.00   0.22      0   1846    119.2   0.00   0.00   0.96   2.36   2.87   2.72   2.09   1.53   4.00   0.31   0.00   0.00   0.00      0      0      0       0     330
 1978 360   132    72   19.0      4   3.42   2833   3668      0   2985   8553      0    0.0  0.000   2052      0  0.000  0.000  0.037  0.000   1.74   0.00   0.24      0   2052    120.7   0.00   0.00   0.97   2.62   3.13   2.88   2.21   1.61   4.00   0.47   0.00   0.00   0.00      0      0      0       0     344
 1978 361   133    73   19.0      4   3.40   2781   3760      0   3067   8825      0    0.0  0.000   2283      0  0.000  0.000  0.034  0.000   1.75   0.00   0.26      0   2283    122.4   0.00   0.00   0.98   2.86   3.37   3.02   2.32   1.69   4.00   0.62   0.00   0.00   0.00      0      0      0       0     359
 1978 362   134    74   19.0      4   3.39   2727   3863      0   3115   9131      0    0.0  0.000   2541      0  0.000  0.000  0.031  0.000   1.74   0.00   0.28      0   2541    124.4   0.00   0.00   1.00   3.03   3.53   3.12   2.39   1.75   4.00   0.74   0.00   0.00   0.00      0      0      0       0     375
 1978 363   135    75   19.0      4   3.38   2670   3943      0   3160   9353      0    0.0  0.000   2741      0  0.000  0.000  0.029  0.000   1.75   0.00   0.29      0   2741    126.6   0.00   0.00   1.01   3.19   3.69   3.22   2.46   1.80   4.00   0.86   0.00   0.00   0.00      0      0      0       0     390
 1978 364   136    76   19.0      4   3.37   2610   4022      0   3186   9571      0    0.0  0.000   2938      0  0.000  0.000  0.027  0.000   1.75   0.00   0.31      0   2938    129.0   0.00   0.00   1.02   3.30   3.80   3.29   2.51   1.84   4.00   0.95   0.00   0.00   0.00      0      0      0       0     406
